,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Bldg_Type,1st_Flr_SF,2nd_Flr_SF,SalePrice
511,120,RM,8.27893600229198,Blmngtn,TwnhsE,7.362645270417825,-inf,12.301337369755954
512,20,RL,9.146548238888403,CollgCr,1Fam,7.2991214627108,-inf,12.160028707028767
513,40,RL,8.832587702434553,BrkSide,1Fam,6.82001636467413,4.969813299576001,11.824079893607152
514,30,RL,9.351405812254786,Edwards,1Fam,6.849066282633458,-inf,11.289781913656018
515,50,RL,9.535101442669385,NWAmes,1Fam,7.227662498728654,6.692083742506628,12.341477282536376
516,60,RL,9.204121072162266,SawyerW,1Fam,6.967909201801884,6.787844982309579,12.371587084007746
517,20,RL,9.444067716830038,Timber,1Fam,7.508787170634276,-inf,12.8790171187726
518,70,RM,8.83579236650274,IDOTRR,1Fam,7.044032897274685,6.664409020350408,11.911701584927597
519,160,FV,8.281723990411392,Somerst,TwnhsE,7.292337176173877,6.828712071641684,12.751299696013497
520,70,RM,9.1958356857733,OldTown,1Fam,6.914730892718563,6.914730892718563,12.037653993905211
521,20,RL,9.787403073515327,Edwards,1Fam,7.124478262493424,-inf,11.607326140391713
522,60,RL,9.172326929777967,Mitchel,1Fam,6.903747257584598,6.911747300251674,12.144197241812087
523,50,RM,8.699514748210191,BrkSide,1Fam,6.715383386334681,6.375024819828097,11.794337924408413
524,20,RL,9.18574025510795,CollgCr,1Fam,6.897704943128636,-inf,11.870599909242044
525,20,RL,9.135616825780247,Edwards,1Fam,7.201916317531627,-inf,11.736069016284437
526,20,RL,9.601030194502194,NridgHt,1Fam,7.532623618788788,-inf,12.936033799212835
527,70,RM,8.954156966583772,OldTown,1Fam,6.608000625296087,6.432940092739179,11.740061037553975
528,20,RL,9.169518377455928,NAmes,1Fam,7.397561535524052,-inf,11.842229212112828
529,60,RL,9.508814005506162,NridgHt,1Fam,7.454719949364001,6.342121418721152,13.021326833226556
530,90,RL,9.298900548955663,Edwards,Duplex,7.425357887027151,-inf,11.694413341015606
531,20,RL,8.832441791585824,Timber,1Fam,7.16703787691222,-inf,12.301382825334498
532,20,RL,9.274910142625483,NAmes,1Fam,7.369600720526409,-inf,12.027543886974914
533,50,RL,9.013351778138825,Edwards,1Fam,6.74993119378857,6.095824562432225,11.711776323715394
534,90,RM,9.116029692504942,Sawyer,Duplex,7.454719949364001,-inf,11.736069016284437
535,20,RM,8.699514748210191,OldTown,1Fam,6.833031732786201,-inf,11.630708500626612
536,60,RL,9.139488631004232,CollgCr,1Fam,6.778784897685177,6.82001636467413,12.160028707028767
537,20,RL,9.155250405658222,NAmes,1Fam,6.984716320118266,-inf,11.820410164718188
538,60,RL,9.249561085129464,CollgCr,1Fam,6.763884908562435,6.816735880594968,12.195517131590657
539,50,RM,8.577347114235984,OldTown,1Fam,6.90875477931522,6.452048954437226,11.669929213779893
540,20,RL,8.910045761473558,CollgCr,1Fam,7.106606137727303,-inf,12.175613438045465
541,120,FV,8.420241665339788,Somerst,TwnhsE,7.177782416195197,-inf,12.560244459250788
542,190,RL,9.220884585851854,Edwards,2fmCon,6.694562058521095,6.304448802421981,11.755871643580617
543,60,RL,9.498971993463552,NoRidge,1Fam,7.061334366910438,7.029087564149662,12.498742259492994
544,70,RM,9.173572647783969,OldTown,1Fam,7.052721049232323,6.464588303689961,11.827736204810263
545,20,RL,9.641278276057378,NWAmes,1Fam,7.3901814282264295,-inf,12.2783933071098
546,20,RL,9.215327913487222,NAmes,1Fam,7.103322062526113,-inf,11.771436160121729
547,50,RM,8.738735461363474,BrkSide,1Fam,6.79794041297493,6.104793232414985,11.652687407345388
548,50,RL,8.923457979694966,OldTown,1Fam,6.616065185132817,6.021023349349527,11.643953727376633
549,20,RH,9.093806555720231,SawyerW,1Fam,6.962243464266207,-inf,11.580584113444043
550,50,RL,9.045465728785949,NAmes,1Fam,6.723832440821209,5.950642552587727,11.682668239557323
551,50,RM,8.699514748210191,BrkSide,1Fam,6.856461984594587,5.337538079701318,11.695247021764184
552,20,RL,9.087833697483386,Somerst,1Fam,7.338238150065589,-inf,12.468436909997665
553,20,RL,8.99342737041261,NAmes,1Fam,7.04141166379481,-inf,11.820410164718188
554,20,RL,9.023287640806327,NAmes,1Fam,6.77078942390898,-inf,11.719939634354555
555,50,RM,8.977146484808472,IDOTRR,1Fam,6.942156705699469,5.916202062607435,11.401993904262946
556,20,RL,9.825201634137583,Gilbert,1Fam,7.188412736496954,-inf,12.203569515312056
557,20,RL,8.876544550558378,Sawyer,1Fam,6.806829360392176,-inf,11.607326140391713
558,70,RL,9.298168082341704,Crawfor,1Fam,7.151485463904735,6.6895992691789665,12.363076394339839
559,120,RM,8.39728289474368,CollgCr,TwnhsE,6.742880635791903,-inf,11.956970055045868
560,50,RL,9.328123407632566,ClearCr,1Fam,7.00669522683704,6.52795791762255,11.992260421644849
561,20,RL,9.573245865665552,Timber,1Fam,7.203405521083095,-inf,11.831379196088763
562,190,RM,9.109967397829395,OldTown,2fmCon,7.028201432058005,7.028201432058005,11.245046019814627
563,60,RL,9.213236175088209,ClearCr,1Fam,7.059617628291383,6.79794041297493,12.259613412458204
564,120,RH,8.308938252595778,NAmes,TwnhsE,7.198183577101943,-inf,12.106252310247962
565,80,RL,9.10719961305667,NAmes,1Fam,7.060476365999801,-inf,12.071969661006694
566,80,RL,9.373903755841548,Sawyer,1Fam,7.1853870155804165,-inf,12.010665849187564
567,20,RL,9.227295812625597,NridgHt,1Fam,7.336285660021297,-inf,12.273731294003989
568,60,RL,9.249561085129464,NWAmes,1Fam,7.152268856032539,6.642486801367256,12.128111104060462
569,50,RM,8.738735461363474,BrkSide,1Fam,6.436150368369428,6.238324625039508,11.719939634354555
570,85,RL,9.405084448768694,Mitchel,1Fam,7.1693500166706,-inf,12.119969946476761
571,160,FV,7.8804263442924,Somerst,Twnhs,6.638567789166521,6.517671272912275,12.066810578196666
572,20,RL,10.029767718446458,Edwards,1Fam,7.396335293800808,-inf,11.77528972943772
573,70,RM,9.169518377455928,OldTown,1Fam,6.723832440821209,6.695798917058491,12.089538829274222
574,60,RL,9.534595424658804,Gilbert,1Fam,6.833031732786201,6.55250788703459,12.154252896800378
575,120,RM,8.39728289474368,CollgCr,TwnhsE,6.742880635791903,-inf,11.877568578558138
576,30,RM,8.681011276645632,IDOTRR,1Fam,6.704414354964107,-inf,11.699405031912846
577,20,RL,9.2927495082169,CollgCr,1Fam,7.00033446027523,-inf,11.884489021402711
578,120,RL,8.58110651715989,StoneBr,TwnhsE,7.409741954080923,-inf,12.43320821811392
579,90,RL,9.285262298493443,Sawyer,Duplex,7.477604243197589,-inf,11.824079893607152
580,90,RL,8.83127373772255,Edwards,Duplex,7.049254841255837,-inf,11.320553572322773
581,30,I (all),9.988747396486952,IDOTRR,1Fam,6.697034247666484,-inf,10.96171178029895
582,120,RL,9.240578555036793,NridgHt,TwnhsE,7.213768308118642,-inf,12.266697267346608
583,120,RM,8.411832675758411,Mitchel,Twnhs,7.103322062526113,-inf,12.007621706806335
584,50,RM,9.111624399037025,IDOTRR,1Fam,6.874198495453294,6.508769136971682,11.842229212112828
585,160,FV,7.67786350067821,Somerst,Twnhs,6.436150368369428,6.4425401664681985,11.982929094215963
586,85,RL,8.94494150776486,Mitchel,1Fam,6.78332520060396,-inf,11.911701584927597
587,20,RL,9.196038587265322,Mitchel,1Fam,6.773080375655535,-inf,11.77528972943772
588,70,RM,9.239899174217728,OldTown,1Fam,6.804614520062624,6.694562058521095,11.84939770159144
589,20,FV,9.002701007197938,Somerst,1Fam,7.515344571180436,-inf,12.48559653028049
590,20,RL,9.605755144230846,NAmes,1Fam,6.9957661563048505,-inf,11.856515169360305
591,120,FV,8.360305435879093,Somerst,TwnhsE,7.123672785204607,-inf,12.205572520488492
592,20,RL,9.174713194333032,NWAmes,1Fam,7.195937226475569,-inf,12.031123843065632
593,20,RL,9.587748882301822,NAmes,1Fam,7.264730177929867,-inf,12.111212364506214
594,20,FV,9.104979856318357,Somerst,1Fam,7.356279876550748,-inf,12.478006361013815
595,60,RL,9.530538036104643,NWAmes,1Fam,7.182352111885263,6.879355804460439,12.345834587905333
596,120,FV,8.540714386457584,Somerst,TwnhsE,7.443663683115591,-inf,12.703509032177148
597,20,RL,9.132811169466946,NridgHt,1Fam,7.450660796211539,-inf,12.35749675449625
598,20,RL,9.242226560838505,CollgCr,1Fam,7.134093721192866,-inf,12.309531353898404
599,50,RL,9.033006356693267,Sawyer,1Fam,6.761572768804055,6.186208623900494,11.934263922234683
600,20,RL,9.185022563991893,CollgCr,1Fam,7.396335293800808,-inf,12.269047444691562
601,60,RL,8.940105213128122,SawyerW,1Fam,6.7226297948554485,6.625392368007956,12.127570417375216
602,190,RL,9.66459564425378,Crawfor,2fmCon,7.197435354096591,-inf,11.964001084330445
603,20,RL,9.131297164635729,Sawyer,1Fam,7.099201743553092,-inf,11.877568578558138
604,20,RL,9.249561085129464,NWAmes,1Fam,7.210079628170788,-inf,12.167071908180441
605,20,RL,9.082507000466299,NAmes,1Fam,7.090076835776092,-inf,12.004568269319446
606,60,RL,9.379154445411636,SawyerW,1Fam,7.3343293503005365,6.680854678790215,12.477167914377556
607,20,RL,9.119868468812108,CollgCr,1Fam,7.336936913707618,-inf,12.273731294003989
608,20,RL,9.55499334068759,Crawfor,1Fam,7.501634457883413,-inf,12.345834587905333
609,60,RL,9.55775254863573,NridgHt,1Fam,6.976348070447749,7.00397413672268,12.542544882151386
610,20,C (all),8.789507786736896,IDOTRR,1Fam,6.9782137426306985,-inf,11.84939770159144
611,60,RL,8.948975607841776,NAmes,1Fam,6.957497370876951,6.669498089857879,11.951180395901384
612,50,C (all),8.46821300919452,IDOTRR,1Fam,6.927557906278317,-inf,11.074420502783864
613,60,RL,9.422301633887823,SawyerW,1Fam,6.871091294610546,6.731018100482083,12.292250341771226
614,80,RL,9.181940897454485,CollgCr,1Fam,6.9167150203536085,-inf,11.982929094215963
615,20,FV,9.064157861798101,Somerst,1Fam,7.198931240688173,-inf,12.249610947544657
616,20,RL,10.758051805772519,Edwards,1Fam,8.24800570160062,-inf,12.559191273266128
617,160,FV,8.064636475774222,Somerst,TwnhsE,6.555356891810665,6.535241271013659,11.891361900690473
618,120,RL,9.61333576618342,Veenker,TwnhsE,7.160845906664299,-inf,12.411052226216713
619,45,RM,8.517193191416238,BrkSide,1Fam,6.920671504248683,-inf,11.635143097694478
620,20,RL,9.733292175540013,NridgHt,1Fam,7.485491608030754,-inf,12.598114733306197
621,20,RL,9.557964480394498,StoneBr,1Fam,7.561121589530238,-inf,12.841129801965447
622,20,RL,9.429957713513835,NridgHt,1Fam,7.4489161025442,-inf,12.729320789294722
623,20,RL,9.604811938609481,NridgHt,1Fam,7.820840879907344,-inf,13.221303325259232
624,50,RL,8.847359875474174,Edwards,1Fam,6.436150368369428,5.7430031878094825,11.491701828518602
625,20,FV,8.969796305981806,Somerst,1Fam,7.1049654482698426,-inf,12.246734627249063
626,60,RL,9.3101857069459,Mitchel,1Fam,6.813444599510896,6.813444599510896,12.269047444691562
627,60,RL,9.096499555552423,CollgCr,1Fam,6.779921907472252,6.738152494595957,12.144197241812087
628,20,RL,9.170559501964338,NAmes,1Fam,7.197435354096591,-inf,11.99535161421452
629,50,RM,9.52588077255636,IDOTRR,1Fam,6.813444599510896,6.473890696352274,11.931635799828413
630,60,FV,9.437635294412868,Somerst,1Fam,6.898714534329988,6.862757913051401,12.448626590364206
631,60,RL,9.586376669393536,SawyerW,1Fam,6.723832440821209,6.715383386334681,12.14950229404178
632,20,RL,9.828710125578304,NWAmes,1Fam,7.6324011266014535,-inf,12.367340793126296
633,190,RL,9.294681520409934,Edwards,2fmCon,7.059617628291383,-inf,11.736069016284437
634,120,RL,7.731930721948486,NPkVill,Twnhs,6.728628613084702,-inf,11.695247021764184
635,20,A (agr),10.349774655164548,Mitchel,1Fam,7.3777589082278725,-inf,11.308358299228955
636,90,RL,9.379323364330956,Edwards,Duplex,6.704414354964107,-inf,11.682668239557323
637,20,FV,9.125544720271467,Somerst,1Fam,7.476472381163905,-inf,12.823628446539173
638,90,RH,8.743531633626967,Crawfor,Duplex,6.90875477931522,6.90875477931522,11.884489021402711
639,50,RL,9.658864969544794,Crawfor,1Fam,7.036148493750536,6.705639094860003,12.649154617209645
640,120,RL,8.034955024502159,Blmngtn,TwnhsE,7.218176838403408,-inf,12.256052577835195
641,60,RL,9.506734385029985,CollgCr,1Fam,6.824373670043086,6.846943139585379,12.206072645530174
642,90,RL,9.22276289197474,Mitchel,Duplex,7.171656822768514,6.068425588244111,11.744037185933616
643,70,RL,9.005282288208358,OldTown,1Fam,6.57507584059962,5.7745515455444085,11.643953727376633
644,70,RM,9.169518377455928,OldTown,1Fam,6.725033642166843,6.517671272912275,11.379394072345706
645,60,RL,9.419628376999952,StoneBr,1Fam,7.059617628291383,7.227662498728654,12.763586225373727
646,20,RL,9.224341891611996,SawyerW,1Fam,7.321188556739478,-inf,12.220961258023925
647,20,RL,9.05122740031911,SawyerW,1Fam,7.2682230211595655,-inf,12.14950229404178
648,60,FV,9.002947130753205,Somerst,1Fam,6.699500340161678,6.734591659972948,12.250089530946948
649,70,RM,9.035986984831405,OldTown,1Fam,6.993932975223189,6.821107472256465,11.982929094215963
650,20,RL,9.282754052485227,Sawyer,1Fam,6.9440872082295275,-inf,11.76756768334381
651,20,RL,9.211339872309265,Mitchel,1Fam,7.236339342754344,-inf,12.043553716032399
652,30,RL,8.361708288575842,Crawfor,1Fam,6.542471960506805,-inf,11.411446296020374
653,50,RL,9.169518377455928,Edwards,1Fam,6.349138991379798,6.261491684321042,11.27720313144916
654,20,RL,9.190137664658664,CollgCr,1Fam,6.795705775173514,-inf,11.917723684090689
655,20,RL,8.930626469173578,NAmes,1Fam,6.761572768804055,-inf,11.719939634354555
656,70,RM,9.169518377455928,OldTown,1Fam,6.9985096422506015,6.520621127558696,11.37366339763672
657,80,RL,9.198267790741914,Mitchel,1Fam,7.0192966537150445,-inf,12.049418835484797
658,50,RL,9.169518377455928,NAmes,1Fam,6.939253946041508,5.393627546352362,11.686878772093667
659,20,RL,8.97853441008332,NAmes,1Fam,7.045776576879511,-inf,11.794337924408413
660,70,RM,8.536995818712418,OldTown,1Fam,6.725033642166843,6.725033642166843,11.9891596439666
661,60,RL,9.181940897454485,CollgCr,1Fam,7.2196420401307355,6.364750756851911,12.520883385370206
662,20,RL,9.050288983827956,Sawyer,1Fam,6.815639990074331,-inf,11.736069016284437
663,90,RL,9.075779878580487,Edwards,Duplex,7.085901464365611,-inf,11.49781182716018
664,20,RL,9.430359045942868,NoRidge,1Fam,7.392647520721623,-inf,12.476099782743233
665,20,RL,8.846496938558838,CollgCr,1Fam,6.81783057145415,-inf,11.812289042195847
666,20,RL,9.735364715141987,Timber,1Fam,7.191429330036379,-inf,12.043553716032399
667,70,RL,8.875566691990551,Crawfor,1Fam,6.530877627725885,6.652863029353347,11.813030057420567
668,60,RL,9.127502093667179,NoRidge,1Fam,7.218176838403408,7.1846291527173145,12.577636201962656
669,20,RL,8.948585921534317,Gilbert,1Fam,7.1372784372603855,-inf,12.063932878369052
670,20,RL,8.961879012677683,Edwards,1Fam,7.013915474810528,6.79794041297493,12.323855681186558
671,20,RL,9.571992907127694,NAmes,1Fam,7.079184394609668,-inf,11.852962767755937
672,20,RL,9.079662048334066,CollgCr,1Fam,6.897704943128636,-inf,11.744037185933616
673,160,FV,7.8804263442924,Somerst,Twnhs,6.8690144506657065,6.436150368369428,12.043553716032399
674,20,RL,9.515469358031684,CollgCr,1Fam,6.897704943128636,-inf,11.957611286231675
675,20,RL,9.700207901150696,NAmes,1Fam,7.3777589082278725,-inf,12.24288661865289
676,60,FV,9.064157861798101,Somerst,1Fam,6.79794041297493,6.79794041297493,12.449018824140563
677,180,RM,7.3752557780097545,MeadowV,Twnhs,6.26530121273771,6.135564891081739,11.460578984598019
678,20,RL,8.897682313454224,NAmes,1Fam,7.064759027791802,-inf,11.84939770159144
679,70,RM,8.937743936942443,OldTown,1Fam,6.570882962339584,6.495265555937008,11.481434797878858
680,20,RL,9.305650551780507,NAmes,1Fam,7.050989447068045,-inf,11.944707881395766
681,70,RM,9.243484970568485,OldTown,1Fam,6.812345094177479,6.760414691083428,12.127570417375216
682,20,RL,9.602585141913492,NridgHt,1Fam,7.642044402873258,-inf,12.86099861326992
683,30,RM,9.078521797355334,IDOTRR,1Fam,6.85751406254539,-inf,11.575900264131617
684,60,RL,9.450930836894113,NoRidge,1Fam,7.290292882446597,7.107425474110705,12.697715449879391
685,20,RL,9.31721973360328,Somerst,1Fam,7.820037989458753,-inf,13.056223574899784
686,50,RM,8.548691858475609,IDOTRR,1Fam,7.093404625868766,6.135564891081739,11.813030057420567
687,20,RL,9.478227817099784,SawyerW,1Fam,7.039660349862076,-inf,11.867097278690842
688,60,RL,9.084096645401932,NAmes,1Fam,6.595780513961311,6.595780513961311,11.856515169360305
689,190,RL,8.85366542803745,Edwards,2fmCon,6.709304340258298,6.267200548541362,11.585246126549855
690,190,RL,8.40827078419205,SWISU,2fmCon,6.656726524178391,6.222576268071369,11.594505451962652
691,60,RL,9.107088742165708,SawyerW,1Fam,6.455198563340122,6.52795791762255,11.918390573078392
692,50,C (all),9.050171619823361,IDOTRR,1Fam,6.3561076606958915,5.886104031450156,11.26446410567173
693,20,RL,9.386979145634639,Somerst,1Fam,7.365180126021013,-inf,12.367885325692589
694,20,RL,11.653982220886329,ClearCr,1Fam,7.508787170634276,-inf,12.618182296357007
695,20,RL,9.570110520822217,CollgCr,1Fam,7.351158226430694,-inf,12.0015054797889
696,30,RL,9.079889942592118,Edwards,1Fam,6.461468176353717,-inf,11.349229372299439
697,160,RL,7.744136627627991,NPkVill,TwnhsE,6.75110146893676,6.1463292576688975,11.898187865760873
698,70,RM,7.824046010856292,OldTown,1Fam,6.82001636467413,6.813444599510896,11.951180395901384
699,20,RL,8.993303139093733,Timber,1Fam,7.199678345691172,-inf,12.100712129872347
700,190,RM,8.630521876723241,IDOTRR,2fmCon,5.918893854273146,6.579251212010101,10.915088464214607
701,80,RL,9.168476167877484,Timber,1Fam,7.044032897274685,-inf,12.141534124392603
702,80,RL,8.881836305004146,Edwards,1Fam,7.025538314638521,-inf,11.736069016284437
703,50,RL,9.350102314351341,Crawfor,1Fam,6.927557906278317,6.9440872082295275,12.429216196844383
704,30,RM,8.81818627792769,OldTown,1Fam,6.80128303447162,-inf,11.26446410567173
705,190,RM,9.343646739284408,OldTown,2fmCon,6.71901315438526,6.489204931325317,11.678439903447801
706,20,RL,9.395158808968725,NridgHt,1Fam,7.434847875211999,-inf,12.669806661762314
707,60,RL,9.164715193949908,SawyerW,1Fam,6.970730078143525,6.740519359606223,12.2783933071098
708,30,RM,9.051813463747946,IDOTRR,1Fam,6.51025834052315,-inf,11.184421397998193
709,20,RL,9.337941716569905,NWAmes,1Fam,7.328437352895162,-inf,12.100712129872347
710,20,RL,9.426741242423,Timber,1Fam,7.409136443920128,-inf,12.122691036591123
711,20,RL,9.169518377455928,NAmes,1Fam,6.947937068614969,-inf,11.732060994886899
712,90,RL,9.020026965252676,NAmes,Duplex,7.38025578842646,-inf,11.813030057420567
713,50,RM,8.699514748210191,BrkSide,1Fam,6.921658184151129,6.489204931325317,12.01309450854769
714,20,RL,9.169518377455928,NWAmes,1Fam,7.059617628291383,-inf,11.84939770159144
715,20,RL,8.902455592206882,NAmes,1Fam,6.947937068614969,-inf,11.759785542901755
716,85,RL,8.949365142352965,Sawyer,1Fam,6.9411900550683745,-inf,11.938193200374572
717,50,RM,8.377241230988792,OldTown,1Fam,6.715383386334681,6.664409020350408,11.755871643580617
718,20,RL,9.169518377455928,NAmes,1Fam,7.198183577101943,-inf,11.86005499606543
719,60,RL,9.413770891980372,NoRidge,1Fam,7.313220387090301,7.022868086082641,12.691580461311874
720,20,RL,9.163982247998034,NWAmes,1Fam,7.374001859350161,-inf,12.146853285870202
721,20,FV,8.881836305004146,Somerst,1Fam,7.140453043101158,-inf,12.128111104060462
722,20,RL,9.478227817099784,SawyerW,1Fam,7.069023426578259,-inf,11.891361900690473
723,70,RM,8.1886891244442,OldTown,1Fam,6.498282149476434,6.436150368369428,11.686878772093667
724,160,RM,7.426549072397305,BrDale,Twnhs,6.4457198193855785,6.51025834052315,11.626254150277232
725,120,FV,8.106514516255185,Somerst,TwnhsE,7.1284959456800365,-inf,12.190959007720126
726,60,RL,9.704243616546224,NridgHt,1Fam,7.460490305825338,6.7464121285733745,12.928980064352745
727,20,RL,9.49288426657184,Mitchel,1Fam,7.4318919168078,-inf,12.509874099861838
728,120,RL,8.08394570229562,NridgHt,TwnhsE,7.247792581767846,-inf,12.206072645530174
729,80,RL,9.103979355984773,NWAmes,1Fam,7.188412736496954,-inf,12.066810578196666
730,20,RL,8.987196820661973,NAmes,1Fam,7.227662498728654,-inf,11.960811288962345
731,60,RL,9.138092207768558,Timber,1Fam,6.78897174299217,6.7661917146603505,12.225875272826354
732,20,RL,9.052984561199976,Sawyer,1Fam,7.113142108707088,-inf,11.914047823644255
733,20,RL,9.343559215762406,NAmes,1Fam,6.915723448631314,-inf,11.827736204810263
734,60,RL,9.341719450032562,CollgCr,1Fam,7.050122520269059,6.777646593635117,12.312682380588432
735,60,RL,9.015419779605713,Gilbert,1Fam,6.62273632394984,6.62273632394984,12.01974306733868
736,30,RM,8.408493774492896,OldTown,1Fam,6.841615476477592,-inf,11.603679828238693
737,20,RL,9.65726726989194,Edwards,1Fam,7.232010331664759,-inf,11.711776323715394
738,30,RM,8.056109659545061,OldTown,1Fam,6.874198495453294,-inf,11.511924964636645
739,20,FV,9.314339961994667,Somerst,1Fam,7.412160334945205,-inf,12.428015476267865
740,20,RL,9.546812608597396,Crawfor,1Fam,7.049254841255837,-inf,11.973509872299472
741,20,RL,8.953252164609035,SawyerW,1Fam,7.040536390215956,-inf,11.845819880243557
742,20,RL,8.999372396592106,Timber,1Fam,7.246368080102461,-inf,12.216022976383341
743,90,RL,9.035153304082828,NAmes,Duplex,7.445417556701687,-inf,11.884489021402711
744,90,RL,9.464982590349763,Sawyer,Duplex,7.1372784372603855,-inf,11.598726943661342
745,20,RL,10.95430917736789,Timber,1Fam,7.430707082545968,-inf,11.982929094215963
746,90,RL,8.996899596123358,NAmes,Duplex,7.352441100243583,-inf,11.764462090785656
747,60,RL,9.424160595829509,NWAmes,1Fam,7.040536390215956,6.675823221634848,12.195517131590657
748,85,RL,9.203013596589722,NWAmes,1Fam,6.9874902470009905,-inf,12.05524975579559
749,20,RL,9.698920386794853,CollgCr,1Fam,6.810142450115136,-inf,11.77528972943772
750,20,RL,8.976514972315112,Timber,1Fam,7.423568444259167,-inf,12.180754837545884
751,20,RL,9.98736903651683,Mitchel,1Fam,6.895682697747868,-inf,11.635143097694478
752,20,RL,9.117786390365575,Mitchel,1Fam,7.307202314764738,-inf,12.250089530946948
753,80,RL,9.576302060306647,Timber,1Fam,7.2991214627108,-inf,12.271392111650817
754,20,RL,9.478074806618269,NAmes,1Fam,7.013915474810528,-inf,11.744037185933616
755,20,RL,9.19573421958682,Edwards,1Fam,7.4318919168078,-inf,11.755871643580617
756,120,RL,9.001839097398843,StoneBr,TwnhsE,7.444248649496705,-inf,12.718896271958837
757,20,RL,9.298351249298896,NAmes,1Fam,7.133295954896068,-inf,11.964001084330445
758,20,RL,8.794824928014517,NAmes,1Fam,6.761572768804055,-inf,11.740061037553975
759,60,RL,9.011767474596178,CollgCr,1Fam,6.590301048196686,6.590301048196686,12.14950229404178
760,80,RL,9.205026277152413,Mitchel,1Fam,7.104144092987527,-inf,12.061046873479915
761,80,RL,9.570110520822217,Veenker,1Fam,7.67368812926773,6.20455776256869,12.468436909997665
762,60,RL,9.284426915328881,CollgCr,1Fam,6.763884908562435,6.804614520062624,12.26434155365415
763,85,RL,9.087720658428273,CollgCr,1Fam,6.81783057145415,-inf,11.904967552746252
764,80,RL,9.268609280100158,NAmes,1Fam,7.030857476116121,6.467698726104354,11.822613617684624
765,90,RL,9.846387960495555,Sawyer,Duplex,7.215975002651466,7.138073034044347,12.154779351142624
766,190,RM,9.12063445889169,OldTown,2fmCon,6.721425700790643,6.680854678790215,11.845819880243557
767,60,RL,8.955448122347393,Gilbert,1Fam,6.492239835020471,6.492239835020471,11.99535161421452
768,50,RM,8.70946507906336,IDOTRR,1Fam,6.648984550024776,5.860786223465865,11.512925464970229
769,20,RL,9.227394126542011,Mitchel,1Fam,6.773080375655535,-inf,11.747997587149712
770,60,RL,9.24763615671988,SawyerW,1Fam,7.347943823148687,7.0707241072602764,12.614865543731012
771,60,RL,9.141740280483926,CollgCr,1Fam,6.807934943699926,6.78105762593618,12.229545001715316
772,90,RL,8.881836305004146,NAmes,Duplex,6.946975992135418,-inf,11.407564949312402
773,190,RM,9.169518377455928,OldTown,2fmCon,7.227662498728654,6.880384082186005,11.77528972943772
774,60,RL,9.064157861798101,NAmes,1Fam,6.784457062637643,6.786716950605081,11.951180395901384
775,20,RL,8.97853441008332,NAmes,1Fam,7.1459844677143876,-inf,11.951180395901384
776,190,RL,9.360913230455557,Sawyer,2fmCon,6.946013991099227,-inf,11.786762130599957
777,80,RL,9.169518377455928,NAmes,1Fam,7.326465613840322,-inf,11.938193200374572
778,20,RL,9.348187438668308,NridgHt,1Fam,7.440733707389261,-inf,12.631340380934517
779,20,RL,8.954156966583772,NridgHt,TwnhsE,7.430114138561801,-inf,12.713492476161331
780,20,RL,9.161150127785412,Timber,1Fam,7.406103381237015,-inf,12.588190652108505
781,20,RL,9.752606521576492,NAmes,1Fam,6.81783057145415,-inf,11.759785542901755
782,40,RM,8.594154232552366,OldTown,1Fam,7.046647277848756,6.1463292576688975,11.931635799828413
783,50,RL,9.287301413112312,NAmes,1Fam,6.579251212010101,6.156978985585555,11.813030057420567
784,70,RM,9.20029003612268,OldTown,1Fam,7.071573364211532,6.939253946041508,11.67419361256635
785,50,RM,8.699514748210191,OldTown,1Fam,6.763884908562435,6.063785208687608,11.755871643580617
786,20,RL,9.78571701680162,Veenker,1Fam,7.822845290279774,-inf,12.829333698625952
787,160,RM,7.29776828253138,MeadowV,Twnhs,6.302618975744905,6.302618975744905,11.49272275765271
788,80,RL,9.88557813199256,Crawfor,1Fam,6.79794041297493,6.628041376179533,12.221626061623574
789,60,RL,9.07680897935166,CollgCr,1Fam,6.812345094177479,6.693323668269949,12.160028707028767
790,20,RL,8.959954084268098,NAmes,1Fam,6.921658184151129,-inf,11.49272275765271
791,90,RL,9.287301413112312,Edwards,Duplex,7.090076835776092,-inf,12.095141084822892
792,20,RL,9.120306249272202,Somerst,1Fam,7.266827347520591,-inf,12.409013489526863
793,20,RL,9.224243277145174,NWAmes,1Fam,7.426549072397305,-inf,12.270220465353926
794,20,RL,9.222466551774023,OldTown,1Fam,6.767343125265392,-inf,11.406453220459712
795,60,RL,9.224341891611996,Gilbert,1Fam,6.785587645007929,6.725033642166843,12.128111104060462
796,160,RM,7.6984827878809465,BrDale,Twnhs,6.263398262591624,6.340359303727752,11.639558115903595
797,30,RL,9.297801647746176,NAmes,1Fam,6.5722825426940075,-inf,11.127262984158243
798,20,RL,9.126523885883072,Mitchel,1Fam,7.352441100243583,-inf,12.211060187041213
799,60,FV,9.190443740261726,Somerst,1Fam,6.763884908562435,6.804614520062624,12.33138283649562
800,20,RL,9.750860711077213,NridgHt,1Fam,7.736307096548285,-inf,13.122497368427132
801,60,RL,9.123801610558944,Gilbert,1Fam,6.742880635791903,6.620073206530356,12.213495031345811
802,20,RL,9.185022563991893,CollgCr,1Fam,6.897704943128636,-inf,11.951180395901384
803,90,RL,9.05998249038762,NAmes,Duplex,6.846943139585379,-inf,11.884489021402711
